1,7,18,15,4,1
2,26,35,9,0,3
3,1,13,10,0,1
2,2,4,1,0,1
1,7,16,8,0,1
2,2,5,2,0,1
1,3,6,2,0,1
3,6,7,11,0,1
4,8,11,1,0,1
2,4,9,4,0,1
1,0,9,5,0,1
2,4,8,2,0,2
1,2,3,1,0,1
4,1,3,2,0,2
3,5,5,1,0,1
2,8,8,0,1,1
1,6,17,14,0,1
4,2,17,19,0,1
1,5,6,1,0,1
2,8,8,0,0,1
1,2,10,7,0,0
8,21,60,38,0,2
2,4,17,10,0,1
2,5,12,6,0,0
2,11,12,1,0,1
4,24,59,41,0,1
2,3,4,1,0,1
2,3,5,0,0,1
4,15,23,15,0,1
5,29,34,26,0,1
2,4,10,5,0,1
5,11,35,19,0,2
1,1,7,9,0,1
1,1,23,21,0,0
1,3,5,0,0,1
6,16,18,5,1,2
1,6,8,0,0,1
3,4,16,31,0,0
1,10,13,2,0,1
1,1,5,2,0,2
5,6,11,12,0,1
2,1,1,0,1,1
6,1,27,23,0,1
1,10,11,0,1,0
3,10,12,0,0,0
2,1,3,0,1,0
1,1,12,10,0,1
2,2,37,1,0,1
6,64,84,50,0,2
4,0,18,11,0,0
1,4,9,6,0,0
1,6,7,0,0,1
2,2,3,1,0,1
2,4,8,1,0,2
2,5,8,2,0,2
2,1,5,3,0,1
2,1,2,1,0,1
2,0,1,0,1,0
4,0,2,2,0,1
1,6,12,6,0,1
4,17,45,23,0,1
2,0,6,1,0,1
2,13,14,3,0,1
7,10,11,6,0,1
1,13,15,0,1,1
3,1,4,1,0,1
2,50,52,4,0,1
5,36,37,0,0,1
2,10,13,2,0,0
2,0,5,3,0,2
4,21,30,10,0,1
1,2,4,11,0,1
4,1,4,1,0,2
5,18,42,22,2,0
2,5,28,21,0,1
2,4,23,18,0,1
1,1,5,0,0,0
3,22,23,1,0,1
2,4,3,2,0,0
1,2,8,5,0,1
2,1,2,0,5,1
1,2,4,0,1,1
2,3,6,2,0,1
5,4,6,1,0,1
15,5,18,31,0,10
2,8,10,1,0,1
2,1,7,5,0,1
2,2,2,0,0,0
2,7,9,1,0,0
1,2,4,1,0,1
11,5,16,7,0,7
4,1,3,0,0,2
1,1,25,0,0,1
4,14,17,1,0,2
3,0,9,8,0,1
1,4,6,2,0,2
9,26,39,18,0,1
4,54,69,17,0,1
5,2,5,3,0,1
1,1,5,3,0,1
1,11,11,6,0,0
1,0,3,2,0,3
4,34,38,3,0,1
2,3,25,21,0,0
1,0,13,12,0,0
1,8,8,0,0,1
1,11,12,0,0,1
2,1,4,2,0,1
2,3,17,1,0,1
2,7,10,14,0,2
3,1,9,7,0,1
1,0,1,1,1,1
2,25,34,8,3,1
2,1,17,15,0,0
2,27,35,5,8,1
11,19,74,18,0,4
6,9,41,30,0,1
1,6,6,2,6,2
2,6,11,5,0,1
3,5,14,8,0,1
1,2,3,4,0,1
4,3,5,0,0,2
3,3,15,8,0,1
1,4,7,3,0,1
3,0,2,0,0,1
3,11,28,17,0,1
7,13,34,27,0,2
1,7,8,3,0,1
2,0,8,7,0,0
1,12,16,4,0,1
1,2,15,12,0,1
4,1,5,38,0,1
4,2,10,7,0,1
2,3,5,1,1,1
1,6,10,4,0,1
3,3,2,5,0,0
2,5,7,4,0,1
2,5,8,2,0,1
1,24,24,0,0,1
6,2,14,9,0,2
1,7,8,0,1,0
4,5,9,1,0,1
2,9,9,0,0,1
8,2,3,1,0,1
1,7,9,3,0,1
4,4,8,4,1,1
3,2,8,5,0,1
1,0,19,18,0,1
3,22,30,6,1,2
2,8,10,0,0,1
2,1,6,4,0,0
2,4,6,1,0,1
5,10,21,7,0,1
3,3,3,82,0,0
3,4,6,1,0,1
5,6,12,11,0,2
1,17,17,0,0,1
1,0,50,49,0,1
3,4,5,25,0,1
1,0,20,19,0,0
2,2,11,5,1,0
1,1,3,2,0,0
2,2,4,0,0,0
2,14,14,6,0,2
1,5,6,0,2,1
4,5,8,2,0,2
17,15,76,62,0,2
2,2,4,1,0,0
4,0,2,0,0,1
4,9,23,15,0,1
2,14,19,0,0,1
4,1,7,4,0,1
1,18,19,2,0,1
3,6,12,5,0,1
2,0,28,16,0,0
3,4,9,12,0,2
1,7,12,4,0,1
2,2,11,8,0,1
2,3,57,2,0,1
1,0,2,11,0,1
1,4,9,3,0,1
1,2,17,14,0,1
2,13,59,10,0,0
2,1,1,0,0,1
4,17,19,1,0,1
7,24,26,2,0,1
2,2,6,3,0,1
1,0,1,6,0,1
2,5,6,0,0,1
4,43,165,3,0,0
2,4,28,23,2,1
4,7,192,47,0,2
2,21,22,0,0,1
2,0,9,8,0,1
3,17,19,1,1,1
1,3,5,8,0,1
1,1,0,0,0,0
3,6,9,3,0,1
1,0,24,22,0,0
3,4,17,13,0,0
9,20,76,62,0,3
1,3,3,0,0,0
4,5,6,1,0,1
1,3,6,3,0,0
2,3,7,3,1,1
5,22,21,16,0,2
1,3,5,4,0,1
2,3,5,2,0,1
3,34,43,21,0,2
2,3,2,0,0,1
2,11,13,0,0,2
2,3,3,5,0,1
2,8,33,22,0,2
2,6,39,32,0,1
3,3,13,13,0,1
6,59,65,11,0,1
2,13,38,29,0,1
2,6,9,1,0,1
2,0,6,0,0,1
1,6,6,5,0,0
1,11,14,2,0,1
4,3,4,1,0,1
2,2,10,8,0,0
4,28,29,1,0,1
3,2,8,7,0,1
1,6,7,7,2,1
2,3,5,1,0,1
6,4,49,49,0,0
6,13,21,11,0,1
4,6,25,30,0,1
3,3,3,0,0,0
2,1,7,7,0,1
1,1,10,8,0,1
2,0,12,10,0,1
2,4,5,1,0,1
1,0,10,7,0,0
1,0,7,6,0,1
1,0,1,0,1,1
1,0,12,12,0,0
6,3,6,1,0,1
4,3,4,169,0,1
3,10,15,4,0,1
3,6,10,3,0,1
1,0,1,3,0,1
2,7,9,0,0,2
2,5,68,61,0,2
4,14,18,33,0,1
2,1,4,3,0,0
1,1,7,5,0,1
2,73,74,0,0,1
4,2,10,8,0,0
7,5,11,11,0,2
5,2,21,17,0,1
1,0,17,16,0,0
7,8,26,17,0,1
6,7,29,21,0,5
3,8,10,0,0,2
7,4,49,51,0,1
6,3,13,5,3,4
1,2,3,2,0,1
2,2,11,11,0,0
3,3,7,3,0,3
3,0,11,10,0,0
3,1,3,0,0,2
2,16,20,3,0,1
2,1,3,0,0,0
1,3,20,24,0,0
1,1,7,5,0,2
7,11,23,11,0,2
1,0,3,2,0,0
1,9,10,0,0,1
3,3,10,6,0,1
2,19,20,0,1,1
5,0,1,0,0,1
3,13,18,4,0,1
1,6,8,0,2,0
3,5,5,1,1,2
1,2,4,3,0,0
2,1,8,7,0,0
4,2,4,0,0,1
3,3,5,3,0,0
3,1,1,0,0,0
2,2,36,34,0,0
2,0,2,1,0,1
4,22,36,13,2,2
2,2,6,4,0,0
1,0,32,31,0,1
1,5,7,2,0,1
4,9,68,19,0,2
5,2,4,2,0,0
3,6,7,0,0,1
8,25,38,21,0,4
2,2,3,0,0,0
4,9,21,11,0,1
3,1,1,0,0,1
6,2,9,21,0,0
3,1,5,3,0,1
1,2,3,0,0,0
5,8,14,4,0,1
6,13,19,15,0,3
3,6,9,19,0,0
1,0,10,0,0,1
6,2,19,16,0,1
2,2,5,1,0,2
3,17,24,7,0,1
1,2,2,0,0,0
6,12,35,32,1,1
1,1,3,1,0,1
3,18,17,0,0,0
2,1,1,27,0,0
2,0,4,7,0,0
2,2,4,2,0,1
2,0,5,4,1,1
5,8,9,2,0,1
1,11,35,26,0,0
4,3,12,8,0,1
1,2,5,2,0,1
12,17,79,72,0,5
1,2,5,2,2,1
1,3,4,0,0,0
6,21,23,6,0,0
2,4,12,5,0,0
2,11,19,10,0,1
10,10,24,11,0,3
3,0,1,0,1,1
2,0,1,0,0,2
1,12,14,3,0,1
1,15,17,1,0,1
1,1,1,1,0,1
4,12,23,10,0,1
8,25,44,36,0,3
1,1,7,5,0,0
2,4,7,1,0,2
3,13,18,7,0,1
7,16,33,16,0,3
6,4,29,21,2,1
14,6,17,8,0,5
2,5,6,2,0,2
3,1,8,6,0,1
7,1,1,0,0,0
9,22,23,0,0,1
5,0,6,0,0,1
3,3,25,20,0,1
4,0,3,1,0,1
1,0,8,5,0,0
3,1,2,1,0,0
3,0,4,2,0,1
3,10,44,36,0,0
2,3,21,17,0,3
5,2,4,1,0,2
1,22,25,0,0,1
2,1,2,0,3,1
5,8,9,8,8,1
7,5,234,28,0,1
5,6,11,3,0,3
2,1,6,4,0,1
2,3,7,3,0,2
5,0,4,2,0,1
1,9,10,2,0,1
3,20,19,8,0,1
2,0,4,2,0,1
2,2,20,14,0,2
3,7,11,0,0,1
4,10,13,7,0,1
3,13,24,9,0,1
5,7,14,24,0,1
3,1,4,2,0,1
2,16,49,36,0,1
7,31,54,21,1,5
2,0,2,0,2,2
3,4,6,24,0,1
1,1,8,11,0,3
3,6,21,14,0,0
9,1,6,1,0,0
2,0,3,7,0,2
1,2,3,0,1,1
2,2,5,3,3,1
4,3,4,0,0,1
4,14,17,11,0,1
2,3,9,5,0,0
2,7,9,0,2,2
3,2,3,22,0,0
1,1,4,1,0,0
3,1,10,6,0,0
8,0,0,100,0,0
1,6,9,2,0,1
1,4,5,6,0,0
3,1,34,31,0,1
3,1,2,7,0,1
2,0,12,11,0,0
2,2,19,16,0,0
1,1,5,3,0,2
4,3,6,33,0,1
1,25,28,3,0,1
2,3,3,90,0,0
1,5,6,0,0,0
2,5,6,1,0,1
5,9,24,15,0,3
4,4,6,4,0,0
6,0,1,0,0,1
1,11,13,1,14,1
3,3,6,1,0,1
1,8,9,0,0,1
3,4,20,27,0,0
2,2,2,91,0,0
3,15,28,26,0,1
2,0,9,6,0,2
5,6,22,27,0,1
1,13,15,2,0,1
3,3,42,32,2,2
